IdentifierType,IdentifierValue,AmortizedCost_USDEquivalent,MarketValue_USDEquivalent,AccountingIntent,TypeOfHedge,HedgedRisk,HedgeInterestRate,HedgePercentage,HedgeHorizon,HedgedCashFlow,Sidedness,HedgingInstrumentAtFairValue,EffectivePortionOfCumulativeGainsAndLosses,ASU2017-12HedgeDesignations
ISIN,ID-006833,575804.6125,390430.388,EQ,2,5,2,0.5883,6/16/2032,4,2,1604669.372,249299.3293,3
INTERNAL,ID-006834,546383.3113,520151.6359,EQ,1,1,3,0.7183,12/12/2013,2,1,1098814.544,233836.7682,1
INTERNAL,ID-006835,647071.9737,520030.573,AFS,2,6,5,0.8772,11/19/2004,1,2,1795568.314,260389.9999,1
SEDOL,ID-006836,7087521.897,558116.0494,EQ,1,6,3,0.7593,11/16/2034,2,1,1072375.43,268141.7432,2
SEDOL,ID-006837,600766.6074,587226.1946,EQ,1,10,2,0.7669,1/1/2034,1,2,1176236.948,285183.8622,2
CUSIP,ID-006838,527205.4349,581752.7745,EQ,2,1,1,0.104,11/24/2022,2,1,1051581.895,284302.6885,2
INTERNAL,ID-006839,801729.4313,629390.0376,AFS,2,8,3,0.3243,4/21/2031,1,2,1081827.115,278797.2844,1
SEDOL,ID-006840,597509.6049,506070.2143,AFS,2,5,4,0.7668,1/5/2013,6,1,1316689.728,283187.4353,3
CUSIP,ID-006841,729239.9298,435525.0632,EQ,1,4,3,0.6699,11/13/2008,4,1,1148295.738,257767.4413,2
ISIN,ID-006842,610909.6656,442453.0656,HTM,1,8,3,0.5058,1/4/2014,2,2,1391492.491,202836.2087,1
ISIN,ID-006843,957381.9612,469649.3841,EQ,1,5,5,0.3894,10/16/2020,5,2,1275960.56,233499.4865,1
CUSIP,ID-006844,794915.4308,297311.5874,EQ,1,8,3,0.6753,1/29/2018,4,2,1501551.958,326647.8022,1
INTERNAL,ID-006845,781582.5534,569017.6586,AFS,2,3,3,0.4682,2/20/2033,6,2,1287364.09,244185.0995,1
ISIN,ID-006846,595988.1818,644640.512,AFS,2,8,2,0.3805,12/26/2027,1,2,1083941.416,383654.3014,3
CUSIP,ID-006847,664749.7599,,HTM,1,8,5,0.6953,12/23/2034,4,1,1294818.053,230393.6549,1
SEDOL,ID-006848,671773.9776,355619.2838,AFS,2,6,5,0.2151,8/7/2023,2,2,1018013.564,221436.4322,2
CUSIP,ID-006849,741765.3552,,AFS,1,5,4,0.8202,4/28/2014,4,1,1532404.621,238496.796,1
ISIN,ID-006850,674477.8534,198644.8433,AFS,1,9,5,0.1478,5/16/2020,2,1,1244212.752,263404.2437,1
ISIN,ID-006851,682269.0446,460661.406,HTM,1,9,3,0.0288,2/9/2006,4,2,1035588.759,218574.0882,2
INTERNAL,ID-006852,648960.0371,651014.7743,EQ,2,5,1,0.9736,2/14/2029,6,2,1123184.672,290465.0388,2
ISIN,ID-006853,585369.888,438125.2923,HTM,1,10,5,0.5247,7/10/2027,3,2,1189852.345,250975.0489,3
CUSIP,ID-006854,506682.5346,523391.4505,EQ,2,4,4,0.9547,11/6/2009,4,1,1311050.862,228051.6932,1
ISIN,ID-006855,745926.2899,470034.4702,EQ,1,8,3,0.9071,9/30/2016,1,1,1217540.212,241221.6592,2
INTERNAL,ID-006856,774004.9785,683193.6289,HTM,1,1,5,0.5405,3/20/2023,2,2,1227040.525,267643.5679,3
CUSIP,ID-006857,559447.7634,495442.5691,EQ,2,11,4,0.8834,10/28/2010,5,1,1111128.711,224011.5019,3
SEDOL,ID-006858,692078.6799,394146.2195,HTM,1,7,4,0.8478,2/27/2010,2,2,1234210.935,228390.1058,2
SEDOL,ID-006859,8586096.13,475099.6955,EQ,2,5,3,0.5849,12/30/2034,3,1,1492423.972,1792101.201,3
INTERNAL,ID-006860,,,HTM,2,2,4,0.9201,4/7/2005,5,2,1242323.029,305303.9012,2
INTERNAL,ID-006861,1056712.38,556239.7669,AFS,1,6,2,0.5486,10/10/2030,5,1,1210928.435,234998.7844,3
INTERNAL,ID-006862,891348.2572,711743.7883,AFS,1,3,4,0.3929,8/28/2024,2,1,1329779.396,224959.8315,2
SEDOL,ID-006863,730662.76,475081.5509,EQ,2,3,2,0.3505,7/28/2001,3,1,1563863.05,318833.2919,2
SEDOL,ID-006864,1072016.912,408818.9905,EQ,2,8,2,0.3464,2/23/2033,5,2,1707747.816,,1
INTERNAL,ID-006865,697135.1526,495356.8892,HTM,2,5,5,0.4741,10/26/2007,5,1,1001854.625,237716.5331,2
ISIN,ID-006866,784444.3401,251467.0465,HTM,1,7,2,0.9809,3/2/2004,6,2,1328278.263,209680.0143,3
SEDOL,ID-006867,810676.7222,391117.2417,EQ,2,7,1,0.4589,7/9/2026,5,1,1097335.387,205049.211,3
INTERNAL,ID-006868,911104.4197,538336.3356,AFS,1,1,1,0.1709,5/26/2015,5,1,1445422.724,295939.3324,2
CUSIP,ID-006869,655193.6037,467015.9672,AFS,2,6,1,0.3072,6/22/2010,4,2,1349214.356,283814.65,2
CUSIP,ID-006870,738684.5449,530821.446,AFS,1,3,3,0.5978,7/21/2035,4,1,1645683.257,228218.3828,3
INTERNAL,ID-006871,582680.7301,589398.1466,AFS,1,11,3,0.1399,10/18/2028,4,2,1048602.079,327656.1655,2
SEDOL,ID-006872,921261.4089,656111.2794,AFS,2,10,1,0.4325,7/21/2006,4,1,1417183.457,,2
ISIN,ID-006873,555478.647,588488.2022,HTM,1,1,3,0.5876,12/30/2007,4,1,1038122.557,323727.4813,2
SEDOL,ID-006874,562762.9627,253768.1264,EQ,1,1,2,0.9684,1/5/2008,6,1,1040750.776,227434.9286,3
CUSIP,ID-006875,696403.8973,387331.8906,AFS,2,5,5,0.2369,6/8/2000,5,2,,258236.9995,1
INTERNAL,ID-006876,536470.4024,524819.0713,EQ,2,2,4,0.8868,7/7/2028,3,2,1577167.22,228874.4324,1
INTERNAL,ID-006877,669374.6031,551576.2439,HTM,1,8,3,0.268,3/8/2004,3,2,1898061.462,221166.8584,1
SEDOL,ID-006878,673757.742,649469.6955,EQ,1,6,1,0.1273,1/2/2006,3,1,1237835.075,249668.0595,1
ISIN,ID-006879,581981.4907,262763.9993,HTM,2,3,5,0.5309,2/11/2004,4,1,1287683.536,393995.0338,1
ISIN,ID-006880,586792.1022,,EQ,1,7,3,0.8993,1/6/2014,3,2,1212710.216,288758.2487,1
ISIN,ID-006881,566897.9704,654295.6363,AFS,2,1,4,0.6613,5/22/2002,2,1,1283073.605,240045.3853,2
INTERNAL,ID-006882,583329.7708,637429.0049,HTM,2,11,2,0.0285,3/8/2025,1,2,1258724.376,248630.9551,3
INTERNAL,ID-006883,882111.7922,690942.0699,EQ,1,3,1,0.978,10/24/2032,5,1,1160767.806,209168.1607,2
INTERNAL,ID-006884,557169.4778,553742.7606,AFS,1,8,2,0.9279,3/10/2009,1,1,1674321.807,210442.0878,3
CUSIP,ID-006885,924375.1436,461435.3245,HTM,2,2,1,0.064,4/20/2017,4,1,1182824.128,232943.7681,1
SEDOL,ID-006886,751366.3469,509505.6214,EQ,2,1,1,0.5691,10/19/2035,1,1,1325690.053,212555.2304,2
INTERNAL,ID-006887,695515.9331,312662.107,EQ,1,5,1,0.2488,1/5/2030,3,1,1521438.217,219960.2755,1
INTERNAL,ID-006888,708639.1927,,HTM,1,5,5,0.4252,9/28/2032,5,2,1010417.274,228518.9198,1
CUSIP,ID-006889,623068.4434,498819.1549,EQ,2,3,5,0.8224,6/9/2025,1,2,1523068.42,215699.0433,1
SEDOL,ID-006890,637966.3648,424289.2866,HTM,1,9,3,0.977,10/18/2022,2,2,1074662.333,219463.9902,1
SEDOL,ID-006891,516950.3509,405018.2051,AFS,1,3,3,0.8006,11/4/2006,1,1,1108494.26,245715.8378,1
CUSIP,ID-006892,563061.5357,334692.2293,AFS,1,9,1,0.7616,8/6/2027,3,2,1181621.249,341158.3697,3
SEDOL,ID-006893,972126.3129,351783.6788,AFS,2,10,1,0.7332,10/2/2002,1,2,2544149.385,315851.338,3
INTERNAL,ID-006894,801129.6808,374653.1945,EQ,1,11,3,0.3009,1/5/2003,4,1,1361934.062,298761.2539,3
SEDOL,ID-006895,785208.5941,504610.0968,EQ,2,10,3,0.4982,11/28/2023,3,1,1224389.533,278092.6701,2
SEDOL,ID-006896,502228.2641,399632.7731,AFS,2,10,5,0.0943,2/15/2027,4,1,1393312.852,246095.3156,2
SEDOL,ID-006897,574316.9144,407578.3452,EQ,1,6,2,0.7751,11/16/2024,5,1,1151430.708,251437.1482,3
INTERNAL,ID-006898,923162.0825,,HTM,2,1,2,0.7686,5/25/2017,6,2,1257509.37,222202.916,1
INTERNAL,ID-006899,791345.6943,434880.287,EQ,1,4,4,0.1228,8/23/2029,4,2,1392370.463,232474.4685,2
ISIN,ID-006900,537910.0506,388299.0418,HTM,2,10,2,0.8994,12/22/2023,1,2,1184329.527,276884.8407,2
ISIN,ID-006901,525011.5143,609932.0324,AFS,1,1,4,0.7836,9/28/2030,4,2,1544821.157,264510.5381,2
ISIN,ID-006902,,647502.9592,HTM,1,11,1,0.345,7/12/2027,6,2,1229013.418,208002.8594,2
INTERNAL,ID-006903,747616.5145,579260.5553,AFS,2,2,1,0.7981,12/21/2020,3,1,1592289.461,278485.3257,1
ISIN,ID-006904,911735.0201,,HTM,1,2,2,0.3939,5/13/2008,2,2,1261281.729,218760.1795,2
INTERNAL,ID-006905,547835.7668,483439.6668,HTM,2,3,4,0.0747,11/1/2030,3,2,1686390.607,363022.9634,1
SEDOL,ID-006906,626854.0069,545327.5069,EQ,2,1,2,0.508,7/5/2031,4,1,1014297.927,262720.786,1
INTERNAL,ID-006907,557891.0985,479538.6189,AFS,2,8,1,0.6748,1/24/2012,2,1,1193124.512,328941.8859,2
CUSIP,ID-006908,735297.5171,5913738.424,HTM,1,5,3,0.4824,6/9/2026,3,2,1444960.049,290984.3232,2
INTERNAL,ID-006909,920482.9416,548401.9438,HTM,2,3,2,0.2844,9/20/2000,3,2,1340450.304,287586.5353,3
ISIN,ID-006910,588549.3898,454399.8173,HTM,2,1,3,0.7392,4/23/2018,3,2,1342772.705,308172.4223,1
CUSIP,ID-006911,694864.4705,526360.7326,AFS,2,3,4,0.6045,9/20/2008,1,1,1236801.211,243317.2724,3
CUSIP,ID-006912,,668902.8883,EQ,1,2,3,0.5541,12/23/2010,1,1,1162720.683,224783.0428,2
CUSIP,ID-006913,681890.0534,540895.0904,EQ,1,11,5,0.8442,7/20/2010,1,2,1295752.901,345720.2826,2
INTERNAL,ID-006914,666949.1581,533641.8606,AFS,1,2,1,0.7583,8/15/2003,2,2,1549721.913,224202.7168,2
SEDOL,ID-006915,587400.7122,416336.9109,HTM,1,5,5,0.0485,3/12/2010,5,2,1606221.597,255197.1216,1
ISIN,ID-006916,1112851.462,465507.2731,EQ,1,7,4,0.2359,5/8/2003,3,2,1291664.784,264325.5296,2
INTERNAL,ID-006917,801396.3225,602380.8988,HTM,1,7,1,0.5099,1/24/2029,3,2,1156375.905,370331.9142,3
CUSIP,ID-006918,665204.7661,622184.4494,AFS,1,6,5,0.4777,1/22/2010,4,1,1109694.948,350528.7966,1
INTERNAL,ID-006919,615648.6988,542588.27,AFS,1,2,2,0.1286,10/24/2025,6,1,1085264.067,272498.9658,1
CUSIP,ID-006920,693894.6707,515448.8466,AFS,2,6,2,0.594,8/13/2021,6,1,1360241.738,320763.6468,2
ISIN,ID-006921,906570.764,363586.6515,EQ,2,2,4,0.0313,3/13/2026,6,2,1090781.473,453596.7712,2
INTERNAL,ID-006922,513261.1679,487812.9643,AFS,2,6,5,0.693,12/1/2014,1,2,1072370.736,288320.7029,2
ISIN,ID-006923,777353.2648,599504.8173,HTM,1,7,3,0.6348,5/5/2030,2,1,1036862.296,221907.728,3
SEDOL,ID-006924,575761.9025,251005.9349,EQ,2,10,5,0.6252,1/13/2032,5,1,1299480.997,267349.1308,2
CUSIP,ID-006925,570690.4036,503388.8147,AFS,2,10,3,0.7897,2/18/2014,4,1,1079774.601,214593.4455,1
INTERNAL,ID-006926,639996.536,446871.6458,AFS,1,2,4,0.957,6/14/2026,5,1,1170448.779,,1
INTERNAL,ID-006927,763119.3211,396535.9413,HTM,1,10,4,0.5454,2/11/2015,1,2,1429168.794,239371.7781,1
ISIN,ID-006928,643597.6773,435020.0975,EQ,1,10,5,0.8087,12/18/2035,4,2,1230750.132,339314.7836,2
ISIN,ID-006929,940000.4363,186297.7486,EQ,2,7,4,0.9156,8/4/2013,4,2,1143787.902,304921.8563,2
CUSIP,ID-006930,663641.742,466628.9164,AFS,1,5,4,0.8912,12/7/2014,2,1,1025959.971,243254.6514,2
CUSIP,ID-006931,537036.4236,652675.2017,EQ,1,9,5,0.3385,10/5/2030,5,1,1311061.359,377896.3348,2
INTERNAL,ID-006932,641875.0507,364812.9458,AFS,1,9,5,0.1671,8/3/2021,1,1,1666030.323,247705.5031,2
CUSIP,ID-006933,671816.5093,440323.9036,EQ,1,7,3,0.171,7/10/2007,4,1,1398624.678,271031.7319,3
ISIN,ID-006934,642997.8201,518076.0132,HTM,2,8,1,0.441,4/17/2033,1,2,1215526.059,227440.5282,3
CUSIP,ID-006935,704985.0059,306784.1338,HTM,1,4,2,0.0784,10/20/2018,2,1,1119147.177,240364.7339,1
ISIN,ID-006936,703173.8633,487886.2949,AFS,2,11,2,0.723,5/2/2005,4,2,1197686.454,294153.5424,2
CUSIP,ID-006937,620243.1003,356595.7485,EQ,2,5,2,0.2611,9/17/2031,4,2,1110264.442,289810.8559,1
SEDOL,ID-006938,859972.7347,320616.2267,HTM,1,7,2,0.8272,3/26/2015,4,1,1199349.508,240074.0139,3
INTERNAL,ID-006939,892377.616,611017.1032,HTM,2,5,5,0.1952,3/28/2012,3,2,1456193.094,230365.3427,1
ISIN,ID-006940,687463.6342,581741.4123,EQ,1,9,4,0.1862,6/7/2016,4,1,1715444.537,230192.7365,3
INTERNAL,ID-006941,540693.0765,439668.6831,HTM,1,11,3,0.493,11/1/2024,4,1,1129133.411,300270.5502,3
SEDOL,ID-006942,621640.0548,429095.6565,EQ,2,3,2,0.8079,4/21/2018,5,1,1187710.976,274043.0455,3
CUSIP,ID-006943,593082.0226,526760.9207,HTM,2,9,1,0.6428,10/7/2021,1,2,1687099.681,219980.5037,1
SEDOL,ID-006944,745585.0758,600813.0877,EQ,1,3,2,0.7666,2/4/2014,1,2,1307702.983,242284.1766,3
INTERNAL,ID-006945,586609.7117,374529.2931,AFS,1,1,3,0.731,8/17/2018,6,2,1075378.911,223863.2244,1
ISIN,ID-006946,622102.6868,346329.7543,AFS,1,9,1,0.3539,2/8/2012,2,1,1163909.444,216072.5503,1
SEDOL,ID-006947,638725.5462,697262.2134,EQ,2,9,1,0.6364,7/11/2006,4,2,364971.4002,270977.2314,2
ISIN,ID-006948,583958.8763,618342.3344,EQ,2,5,2,0.5895,8/7/2032,1,2,1613461.487,215841.7387,2
ISIN,ID-006949,792727.7855,445429.8113,AFS,1,2,3,0.3063,4/14/2019,2,2,1319088.576,376921.5201,3
CUSIP,ID-006950,649898.8805,397635.4407,AFS,1,4,1,0.2804,6/10/2003,5,2,1259624.181,453883.2955,3
INTERNAL,ID-006951,754404.4156,560271.1848,HTM,2,8,3,0.2613,2/14/2014,5,1,1054139.313,329853.8776,3
INTERNAL,ID-006952,627230.4392,427926.05,EQ,2,6,3,0.9451,12/20/2010,5,1,1314384.374,256360.5194,3
CUSIP,ID-006953,849194.882,506241.3925,AFS,1,6,5,0.6299,10/18/2014,5,1,1610952.493,325293.073,2
ISIN,ID-006954,722357.8278,637163.2002,AFS,1,9,5,0.7368,4/28/2021,1,1,1264594.97,316906.8556,2
INTERNAL,ID-006955,573726.1741,411184.8505,HTM,1,4,3,0.6482,5/13/2031,2,1,1540911.534,389881.4104,1
ISIN,ID-006956,569373.5074,504880.7891,EQ,1,11,4,0.3154,12/8/2005,6,1,1051219.669,241015.1571,3
INTERNAL,ID-006957,672773.7921,425387.4143,AFS,2,4,5,0.4143,2/11/2022,1,1,1417375.732,266606.882,3
SEDOL,ID-006958,784651.4819,496074.4589,HTM,2,9,4,0.9952,3/17/2021,3,1,1422017.153,248124.4215,1
CUSIP,ID-006959,873300.8773,553528.6569,EQ,1,6,4,0.0455,6/15/2007,1,1,1395997.466,281452.916,1
INTERNAL,ID-006960,651577.1787,537927.2662,HTM,1,3,2,0.3494,5/23/2029,2,1,1609318.867,248388.4703,3
CUSIP,ID-006961,694941.5781,615054.358,HTM,2,10,5,0.9986,3/12/2007,1,1,1216864.309,231892.4271,3
SEDOL,ID-006962,571868.5699,466725.4168,HTM,2,10,4,0.7018,7/25/2015,4,1,1068621.224,208330.4501,2
SEDOL,ID-006963,599549.1967,592897.8815,HTM,2,11,2,0.8747,6/25/2001,1,2,1194840.754,254016.8733,1
ISIN,ID-006964,543224.1232,,EQ,2,1,5,0.3857,8/14/2015,3,1,1229598.522,244974.7288,3
INTERNAL,ID-006965,925547.4219,597427.7059,EQ,1,4,1,0.9688,10/31/2007,1,2,1545369.999,318817.8847,3
INTERNAL,ID-006966,552864.7997,587428.8865,EQ,2,9,2,0.1619,8/18/2014,6,1,1618800.106,255312.8568,2
CUSIP,ID-006967,718040.5054,367008.4842,HTM,1,9,3,0.437,11/8/2008,1,1,1883719.31,304053.5264,3
INTERNAL,ID-006968,619973.6198,461104.3613,EQ,1,4,4,0.361,9/26/2014,2,2,1423136.85,224466.549,1
SEDOL,ID-006969,677530.42,662101.4313,EQ,1,2,2,0.8491,9/4/2035,2,1,1126572.63,217106.7927,3
INTERNAL,ID-006970,552750.8376,419769.7143,EQ,1,2,3,0.4369,2/2/2012,5,1,1402957.029,213547.4819,2
ISIN,ID-006971,949662.8244,487494.9957,HTM,2,7,5,0.0274,6/5/2024,1,1,1567741.365,239322.2792,1
INTERNAL,ID-006972,659077.3912,490628.9514,EQ,1,1,5,0.6479,12/18/2001,6,1,1455813.998,218527.2598,1
SEDOL,ID-006973,742321.1779,384025.1233,EQ,2,2,4,0.8154,3/2/2000,4,2,1058251.96,235275.5264,2
INTERNAL,ID-006974,890161.5402,423726.5295,EQ,2,3,4,0.5986,10/9/2005,4,1,1312009.022,237444.0947,3
CUSIP,ID-006975,640568.4904,590281.2711,EQ,1,7,4,0.1523,7/16/2002,1,2,1884018.437,281717.2631,2
SEDOL,ID-006976,712342.413,223849.1475,EQ,1,7,3,0.6502,6/21/2019,1,2,1172231.358,257013.947,1
ISIN,ID-006977,559015.3699,435952.0638,AFS,1,1,5,0.8987,6/22/2013,2,2,1655668.539,265208.4833,3
SEDOL,ID-006978,903034.394,396893.4493,AFS,1,11,4,0.5584,1/13/2021,6,1,1395145.103,308815.3987,3
SEDOL,ID-006979,684760.6137,504022.2721,HTM,1,10,2,0.6941,3/20/2021,4,2,1475789.521,259199.9578,2
INTERNAL,ID-006980,587056.9214,476181.064,AFS,1,2,3,0.3466,2/10/2015,2,1,1142880.835,215770.4644,3
INTERNAL,ID-006981,622399.5078,309454.959,EQ,2,9,1,0.5148,9/2/2030,2,2,1250749.553,222298.1328,2
ISIN,ID-006982,698737.0814,362430.5869,HTM,1,11,2,0.0403,7/1/2030,1,2,1139834.218,252210.54,1
ISIN,ID-006983,929139.9554,341209.109,EQ,2,2,1,0.0643,10/19/2008,6,1,1222865.945,230114.4243,3
ISIN,ID-006984,791906.3478,461639.4299,AFS,1,5,2,0.5798,6/18/2033,6,2,1555900.88,282001.7717,3
INTERNAL,ID-006985,759193.2362,434383.3984,HTM,2,10,2,0.3138,3/3/2011,5,1,1050373.901,265837.098,1
CUSIP,ID-006986,922147.094,498915.9329,HTM,1,2,4,0.9477,10/17/2018,2,1,1409918.251,295302.2082,2
INTERNAL,ID-006987,770926.4491,280142.5151,AFS,2,8,3,0.6852,1/15/2031,3,2,1034098.477,281687.5222,2
INTERNAL,ID-006988,602312.6418,458371.3144,HTM,2,10,5,0.5785,12/30/2030,1,2,1254340.007,256586.2073,3
ISIN,ID-006989,550532.9272,460164.3454,AFS,2,4,5,0.813,12/21/2006,5,1,1346745.381,424717.2345,2
INTERNAL,ID-006990,558789.242,598360.569,HTM,2,6,2,0.7948,2/14/2035,3,2,1193604.794,262586.0793,1
ISIN,ID-006991,623165.0407,502454.2967,EQ,2,4,4,0.7333,9/2/2004,4,1,1031905.436,264083.5482,3
INTERNAL,ID-006992,1264551.612,624614.3389,HTM,1,11,4,0.7781,10/19/2028,3,2,1057347.075,239577.6222,1
SEDOL,ID-006993,689847.8727,457771.1496,HTM,2,5,1,0.9756,6/10/2009,1,1,1052518.441,261034.1684,1
CUSIP,ID-006994,510650.439,250319.0379,HTM,1,5,5,0.18,5/26/2025,6,2,1178861.791,355767.1653,3
ISIN,ID-006995,999709.5644,443106.7268,HTM,2,9,1,0.2283,9/30/2021,4,1,1651486.495,502721.8939,1
CUSIP,ID-006996,874911.6053,346753.8012,HTM,2,5,5,0.5046,9/1/2022,3,1,1363375.353,251148.4756,2
CUSIP,ID-006997,753145.2258,491720.5558,AFS,1,10,1,0.5358,11/17/2009,1,1,1329439.311,283705.2513,2
CUSIP,ID-006998,716525.5044,531945.3614,AFS,2,3,5,0.0907,12/15/2013,1,2,1172777.933,227074.6533,1
ISIN,ID-006999,1085693.331,385935.6211,EQ,1,4,1,0.4874,12/10/2025,5,2,1468427.992,,3
CUSIP,ID-007000,982459.5716,603596.3108,HTM,2,10,4,0.7792,2/1/2010,3,2,1251635.967,455852.4251,2
INTERNAL,ID-007001,803812.5811,539101.606,EQ,1,9,5,0.6988,3/7/2020,5,2,1271656.305,340246.1711,3
ISIN,ID-007002,634822.6868,467731.6278,HTM,2,10,3,0.5196,1/22/2003,4,1,1648070.021,341517.3961,3
SEDOL,ID-007003,1436213.039,540941.0186,EQ,2,8,2,0.8202,6/10/2025,1,1,1606690.048,386569.6485,2
INTERNAL,ID-007004,828388.6649,,HTM,1,2,4,0.9687,5/9/2035,1,1,1199599.562,253667.1951,2
ISIN,ID-007005,682330.9639,392777.1645,AFS,1,3,1,0.3836,6/18/2013,4,2,1193466.642,254524.482,1
SEDOL,ID-007006,774313.8682,619826.2407,AFS,1,4,1,0.2248,9/23/2007,5,2,1241137.657,206968.8066,2
CUSIP,ID-007007,683725.4973,236054.4304,AFS,1,11,2,0.8974,12/16/2021,3,2,1307241.677,260920.9525,2
SEDOL,ID-007008,677991.7143,516078.1809,EQ,1,2,3,0.4622,3/8/2005,4,2,1998391.23,216890.9513,1
CUSIP,ID-007009,562050.6736,448392.3492,HTM,2,6,1,0.951,12/14/2034,1,2,1031877.106,220496.8013,3
INTERNAL,ID-007010,801465.4122,624744.379,HTM,1,11,1,0.5467,2/12/2017,5,1,1061332.516,283514.5074,3
INTERNAL,ID-007011,648570.776,660024.1567,HTM,1,5,1,0.7752,7/2/2021,3,2,1127350.941,215980.0488,3
INTERNAL,ID-007012,669898.8189,392949.0479,EQ,2,1,1,0.931,4/23/2020,5,1,1332829.216,243414.0626,3
SEDOL,ID-007013,756012.7789,484574.0783,HTM,1,11,2,0.5869,11/2/2010,3,2,1722089.531,249744.7309,1
INTERNAL,ID-007014,613397.8339,535085.851,AFS,2,1,1,0.5482,4/23/2005,5,1,1730937.826,205386.996,2
ISIN,ID-007015,660606.318,377882.8865,EQ,2,11,1,0.792,8/10/2006,5,2,1330478.456,299032.3818,3
CUSIP,ID-007016,1169874.196,486576.3218,HTM,1,7,5,0.6146,11/22/2006,3,1,1263474.136,233908.4764,2
ISIN,ID-007017,569168.9076,408382.823,EQ,2,6,1,0.5715,5/12/2024,3,2,1383448.704,291516.2234,2
INTERNAL,ID-007018,665079.4213,398254.8924,HTM,1,5,1,0.3314,,5,1,1157849.792,223689.5895,3
ISIN,ID-007019,855910.38,465625.6823,EQ,1,6,2,0.2047,4/29/2012,6,1,1201591.66,281449.4453,1
CUSIP,ID-007020,1005675.471,474110.6536,AFS,1,8,1,0.002,3/28/2001,4,1,1386165.736,262103.3953,3
INTERNAL,ID-007021,767056.2806,,AFS,1,7,4,0.573,10/10/2032,1,2,1366486.276,248321.6932,3
SEDOL,ID-007022,744784.401,574168.0259,EQ,2,5,5,0.1653,4/20/2018,4,2,1303402.122,-8036.925823,1
INTERNAL,ID-007023,901969.3596,524393.1036,EQ,1,3,5,0.0596,1/31/2000,6,1,1391727.078,223953.1835,2
INTERNAL,ID-007024,790150.1323,449750.4092,HTM,1,6,1,0.2415,6/6/2027,3,1,1189195.497,261003.2555,3
SEDOL,ID-007025,605954.972,273203.7153,EQ,2,8,4,0.501,9/8/2019,3,1,1716134.765,311110.0626,2
INTERNAL,ID-007026,529064.7168,545249.0781,EQ,1,11,5,0.9683,5/8/2028,6,1,1241460.265,329630.3813,1
CUSIP,ID-007027,563758.9547,571191.2588,AFS,2,9,5,0.7948,10/14/2016,5,1,1549894.87,210555.3006,3
ISIN,ID-007028,655991.6029,323788.3551,EQ,1,5,3,0.1645,5/12/2005,1,2,1530342.787,241876.5522,2
CUSIP,ID-007029,746654.5749,518204.8404,EQ,1,10,4,0.6662,11/1/2005,6,2,1304199.176,251983.8221,3
SEDOL,ID-007030,777138.9759,503684.5101,HTM,1,11,1,0.3733,6/5/2008,2,1,1344121.718,320938.1865,1
INTERNAL,ID-007031,632095.1044,464947.1814,HTM,1,4,1,0.641,12/29/2010,4,2,1307639.14,279356.6351,2
ISIN,ID-007032,615990.5477,582497.1931,AFS,2,6,4,0.4811,9/21/2010,2,2,1052970.923,325236.1562,3
SEDOL,ID-007033,581174.888,577326.288,HTM,2,10,5,0.4465,7/14/2031,4,1,1192959.388,225526.1352,1
INTERNAL,ID-007034,652176.4191,543313.099,HTM,2,9,2,0.2532,9/18/2017,4,2,1490473.49,,1
INTERNAL,ID-007035,1011300.446,406588.7405,AFS,1,7,2,0.0019,5/25/2011,6,2,1276824.598,,3
SEDOL,ID-007036,784379.6915,551718.6639,EQ,2,1,2,0.4785,6/14/2015,4,2,2299162.259,250150.3792,2
SEDOL,ID-007037,790938.0505,450148.9638,AFS,2,11,3,0.343,8/7/2021,6,2,1400367.307,261249.5674,3
INTERNAL,ID-007038,681947.2299,600975.9401,HTM,2,3,4,0.3969,3/15/2031,2,2,1258382.058,268889.2741,3
INTERNAL,ID-007039,536848.5622,480431.8682,AFS,1,1,4,0.097,8/19/2035,5,2,1474053.397,201669.055,3
CUSIP,ID-007040,576542.6912,405111.7135,HTM,2,9,1,0.1902,10/6/2004,6,1,1085752.746,290846.3353,3
SEDOL,ID-007041,758018.2987,312544.0462,AFS,1,8,2,0.8634,10/8/2035,6,1,1469422.807,220856.2979,3
ISIN,ID-007042,585691.3303,478736.4537,HTM,1,6,1,0.4182,4/5/2002,2,2,1264703.296,258288.2959,2
ISIN,ID-007043,,523160.0781,AFS,1,7,5,0.878,3/19/2009,4,1,1312621.526,218600.2679,1
CUSIP,ID-007044,960523.9941,,HTM,2,3,3,0.1645,1/15/2030,4,2,1144683.674,246939.9477,3
ISIN,ID-007045,585053.7843,518071.4321,AFS,2,3,4,0.6931,5/22/2025,3,2,1092884.143,266875.0218,1
INTERNAL,ID-007046,764136.5851,474452.9917,HTM,2,2,1,0.1729,5/12/2003,1,2,2200169.191,207894.1495,3
CUSIP,ID-007047,583977.0014,551347.1316,AFS,2,1,3,0.2337,12/21/2015,1,2,1312775.441,226418.2515,3
SEDOL,ID-007048,595964.497,331773.4216,EQ,1,4,5,0.5745,3/27/2033,4,1,1046428.914,353754.8096,3
CUSIP,ID-007049,681770.6787,461621.815,EQ,1,10,5,0.5986,12/31/2009,4,1,1095112.101,310890.6119,1
INTERNAL,ID-007050,1022079.227,519034.3617,HTM,1,2,5,0.5821,9/9/2009,4,1,1053670.915,207105.585,1
ISIN,ID-007051,574349.0873,630453.1834,AFS,2,8,3,0.9849,7/7/2027,6,1,1205301.393,485168.0981,1
